"id","aircaft_event_id","company_id","airline_id","company_name","occurrence_date","dt","occurrence_title","description","occurrence_title_eng","investigation_status_id","investigation_status_name","event_type_id","occurrence_type_id","occurrence_type_name","event_type_title","aircraft_id","aircraft_number","aircraft_type_id","aircraft_type_name","airport_id","airport_name","airport","icao","iata","flight_number","actual_leg_id","occurrence_code_id","occurrence_code_code","occurrence_code_name","classificator_id","classificator_name","classificator_code","adrep_code_id","adrep_code_name","operating_phase_id","detection_phase_id","operating_phase_name","phase","risk_assessment","risk_index","participants_occurrence","occurrence_description","desc_occurrence_investig","causes","comment_eng","conclusion","factor_id","factor","factor_name","factor_title","order_number","date_approval","downtime","replacement_units","cargo_condition","description_costs","airport_charges","travel_expenses","flight_another_aircraft","travel_expenses_le_fc","cov_damage_third_org","expenses_delivery","purchase_spare_parts","work_replacing_pki","work_restore_pki","materials_not_pki","carrying_out_repairs","additional_works","potential_damage","potential_damage_desc","claimed_loss","amounts_paid","grounds_for_events","recommendations","corrective_actions","is_active","is_virtual","is_actual","is_was_external_investiagation","was_external_investiagation","weight","weight_id","rm_weight_id","weight_code","rm_weight_code","weight_name","rm_weight_name","probability_id","rm_probability_id","probability_code","rm_probability_code","probability_name","rm_probability_name","left_pilot_management","add_user_id","add_date","costs_eliminating","time_day_id","time_day_name","utc_time","local_time","is_caa_notification","is_customer_notification","factor_causing_event_id","factor_causing_event_code","factor_causing_event_name","dept_organization","without_damage","risk_index_text","weather_cond_id","weather_cond_name","event_risk_index"
"55","55",1,1,"company_skylight","2025-04-03 00:00:00","2025-04-03 00:00:00","с.300 Угол тангажа в полете более 20 градусов","с.300 Угол тангажа в полете более 20 градусов",NULL,NULL,NULL,2,2,"precursor","precursor","2442","RA-73539","342","aircraft_type_342","23453","СИАНЬ / САНЬЯН","СИАНЬ / САНЬЯН","ZLXY","XIY","3539",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,18,18,"Начальный набор высоты","Начальный набор высоты",NULL,NULL,NULL,NULL,NULL,"Причиной интенсивного увеличения угла тангажа явилось отсутствие контроля со стороны КВС за скоростью его изменения и несвоевременная реакция на уменьшение значения данного параметра.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"0.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",7874,"2025-04-15 12:05:07.080787","0",1,"День",308,788,"N","N",NULL,NULL,NULL,NULL,NULL,NULL,1,"ПМУ",NULL
"61","61",1,1,"company_skylight","2025-06-13 00:00:00","2025-06-13 00:00:00","Предупреждение EGPWS (уровень Caution) на дисплее о сближении с землей.
Сигнализация EGPWS (уровень Warning) на дисплее об опасном сближении с землей.","Предупреждение EGPWS (уровень Caution) на дисплее о сближении с землей.
Сигнализация EGPWS (уровень Warning) на дисплее об опасном сближении с землей.",NULL,NULL,NULL,1,1,"deviation","deviation","2442","RA-73539","342","aircraft_type_342","38892","АЛЬ МАКТУМ/АЛЬ МАКТУМ МЕЖД.","АЛЬ МАКТУМ/АЛЬ МАКТУМ МЕЖД.","OMDW","DWC","3539",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,26,26,"Снижение до высоты эшелона перехода","Снижение до высоты эшелона перехода",NULL,NULL,NULL,NULL,NULL,"Причиной данного события явилось сбой в работе GPS.",NULL,NULL,3,3,"environment","environment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",7874,"2025-06-17 14:17:12.271174","0",1,"День",872,1052,"N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54","54",1,1,"company_skylight","2025-03-03 00:00:00","2025-03-03 00:00:00","Температура воздуха в полете не соответствует допустимому эксплуатационному диапазону","Температура воздуха в полете не соответствует допустимому эксплуатационному диапазону",NULL,NULL,NULL,1,1,"deviation","deviation","2242","RA-02751","3","aircraft_type_3","25006","МОСКВА/ШЕРЕМЕТЬЕВО","МОСКВА/ШЕРЕМЕТЬЕВО","UUEE","SVO","2751",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,24,24,"Крейсерский полет","Крейсерский полет",NULL,"0.04",NULL,NULL,NULL,"При выполнении рейса Сочи-Шрм 03.03.25 экипаж дважды менял эшелон полета по
ограничению по минимальной тнв, второй раз пришлось пройти на эшелоне около 7 минут, т.к. эшелоны ниже были заняты.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",9,9,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,"Y",7874,"2025-03-13 12:10:34.771733","0",1,"День",579,759,"N","N",NULL,NULL,NULL,NULL,"Y","0.04",NULL,NULL,NULL
"63","63",1,1,"company_skylight","2025-06-20 00:00:00","2025-06-20 00:00:00","Неисправность AFCS 1","Неисправность AFCS 1",NULL,NULL,NULL,1,1,"deviation","deviation","2442","RA-73539","342","aircraft_type_342","23825","МОСКВА / ВНУКОВО","МОСКВА / ВНУКОВО","UUWW","VKO","3539",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,24,24,"Крейсерский полет","Крейсерский полет",NULL,"0.04",NULL,NULL,NULL,"Недостоверное событие. Разовое проявление не подтвердилось в ходе тестовых проверок и дальнейшей эксплуатации",NULL,NULL,2,2,"hardware","hardware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",9,9,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,"Y",7874,"2025-07-01 12:42:30.529622","0",1,"День",914,1094,"N","N",NULL,NULL,NULL,NULL,"Y","0.04",NULL,NULL,NULL
"67","67",1,1,"company_skylight","2025-08-24 00:00:00","2025-08-24 00:00:00","На глиссаде при H < 500 ft вертикальная скорость снижения больше 1100 ft/min","На глиссаде при H < 500 ft вертикальная скорость снижения больше 1100 ft/min",NULL,NULL,NULL,2,2,"precursor","precursor","2422","RA-73538","342","aircraft_type_342","23569","АДЛЕР - СОЧИ","АДЛЕР - СОЧИ","URSS","AER","3538",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,40,40,"Заход на посадку","Заход на посадку",NULL,"0.24",NULL,NULL,NULL,"Причиной превышения значений вертикальной скорости снижения по глиссаде и приборной скорости захода на посадку явилось отсутствие контроля со стороны КВС и второго пилота за параметрами снижения для захода на посадку и выхода их за значения для стабилизированного захода.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","Y",1,"0.1",8,8,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,NULL,"Y",7874,"2025-09-02 18:02:50.986606","0",1,"День",768,948,"N","N",NULL,NULL,NULL,NULL,"Y","0.24",NULL,NULL,NULL
"72","72",1,1,"company_skylight","2025-11-19 00:00:00","2025-11-19 00:00:00","В полете при наличии обледенения не включены ПОС крыла и двигателей","В полете при наличии обледенения не включены ПОС крыла и двигателей",NULL,NULL,NULL,2,2,"precursor","precursor","7","RA-73533","342","aircraft_type_342","23825","МОСКВА / ВНУКОВО","МОСКВА / ВНУКОВО","UUWW","VKO","3533",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,40,40,"Заход на посадку","Заход на посадку",NULL,"0.08",NULL,NULL,NULL,"Причиной события явился не учет экипажем времени необходимого для сброса льда с датчиков AICE и не учет необходимости обязательного включения Wing and Cowl AICE при наличии данной сигнализации.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"0.1",9,9,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,NULL,"Y",7874,"2025-12-04 13:06:17.474981","0",1,"День",713,893,"N","N",NULL,NULL,NULL,NULL,"Y","0.08",NULL,NULL,NULL
"56","56",1,1,"company_skylight","2025-04-08 00:00:00","2025-04-08 00:00:00","Угол тангажа в полете более 20 градусов (событие№300)","Угол тангажа в полете более 20 градусов (событие№300)",NULL,NULL,NULL,2,2,"precursor","precursor","2442","RA-73539","342","aircraft_type_342","25578","ШАНХАЙ","ШАНХАЙ","ZSPD","PVG","3539",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,18,18,"Начальный набор высоты","Начальный набор высоты",NULL,"0.08",NULL,NULL,NULL,"Причиной интенсивного увеличения угла тангажа явилось отсутствие контроля со стороны КВС за скоростью его изменения и несвоевременная реакция на уменьшение значения данного параметра.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"0.1",8,8,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,"Y",7874,"2025-04-15 12:09:07.058312","0",1,"День",454,934,"N","N",NULL,NULL,NULL,NULL,"Y","0.08",1,"ПМУ",NULL
"58","58",1,1,"company_skylight","2025-04-24 00:00:00","2025-04-24 00:00:00","c. 78 Превышена максимально допустимая скорость (160 knots) без перебалансировки после взлета/ в наборе высоты.","c. 78 Превышена максимально допустимая скорость (160 knots) без перебалансировки после взлета/ в наборе высоты.",NULL,NULL,NULL,2,2,"precursor","precursor","2242","RA-02751","3","aircraft_type_3","23569","АДЛЕР - СОЧИ","АДЛЕР - СОЧИ","URSS","AER","2751",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,18,18,"Начальный набор высоты","Начальный набор высоты",NULL,"0.16",NULL,NULL,NULL,"После взлета из-за отсутствия нагрузки на штурвал балансировка ВС выполнена при достижении скорости 160 узлов.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"0.1",8,8,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,NULL,"Y",7874,"2025-05-20 11:42:40.565713","0",1,"День",835,1015,"N","N",NULL,NULL,NULL,NULL,"Y","0.16",NULL,NULL,NULL
"69","69",1,1,"company_skylight","2025-09-23 00:00:00","2025-09-23 00:00:00","На глиссаде при H < 1000 ft велико отклонение от равносигнальной зоны глиссады (более 1 dot ниже глисcсады)","На глиссаде при H < 1000 ft велико отклонение от равносигнальной зоны глиссады (более 1 dot ниже глисcсады)",NULL,NULL,NULL,1,1,"deviation","deviation","2502","RA-02736","3","aircraft_type_3","23511","БАТИН","БАТИН","OMAD","AZI","2736",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,45,45,"Предпосадочная прямая","Предпосадочная прямая",NULL,"0.08",NULL,NULL,NULL,"Контролируемое снижение « подныривание» ниже профиля нестандартной глиссады (УНГ 3.6') для исключения грубой посадки в условиях очень высокой температуры и смещенного порога ~ 400...500м",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",9,9,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,NULL,"Y",7874,"2025-10-14 13:19:05.989098","0",1,"День",616,796,"N","N",NULL,NULL,NULL,NULL,"Y","0.08",NULL,NULL,NULL
"73","73",1,1,"company_skylight","2025-12-02 00:00:00","2025-12-02 00:00:00","В полете при наличии обледенения обороты N2 левого/ правого двигателя меньше 76%","В полете при наличии обледенения обороты N2 левого/ правого двигателя меньше 76%",NULL,NULL,NULL,2,2,"precursor","precursor","2442","RA-73539","342","aircraft_type_342","16","УЛЬЯНОВСК / ВОСТОЧНЫЙ","УЛЬЯНОВСК / ВОСТОЧНЫЙ","UWLW","ULY","3539",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,40,40,"Заход на посадку","Заход на посадку",NULL,"0.16",NULL,NULL,NULL,"При анализе данных DFDR отклонений или нарушений в действиях экипажа ВС не выявлено.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"0.1",6,6,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,"Y",7874,"2025-12-22 13:30:27.50822","0",1,"День",494,674,"N","N",NULL,NULL,NULL,NULL,"Y","0.16",NULL,NULL,NULL
"66","66",1,1,"company_skylight","2025-08-01 00:00:00","2025-08-01 00:00:00","Сигнализация BLD 2 OVTEMP – перегрев в правой магистрали отбора воздуха. Срабатывание сигнализации MASTER WARNING в полете.","Сигнализация BLD 2 OVTEMP – перегрев в правой магистрали отбора воздуха. Срабатывание сигнализации MASTER WARNING в полете.",NULL,NULL,NULL,1,1,"deviation","deviation","2242","RA-02751","3","aircraft_type_3","28842","ГЕЛЕНДЖИК","ГЕЛЕНДЖИК","URKG","GDZ","2751",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,23,23,"Набор заданной высоты","Набор заданной высоты",NULL,"0.04",NULL,NULL,NULL,"Во время набора высоты ВС попало в зону обледенения, что вызвало кратковременное (15-20 сек) срабатывание сигнализации BLD 2 OVTEMP – перегрев в правой магистрали отбора воздуха, после отключения команды ПОС правого двигателя в течении двух секунд сигнализация перегрева пропала. 
Данное событие краткосрочное и не влечет никаких действий по ЛГ ВС. Также сообщение не зафиксировалось на центральном компьютере ВС (СМС). При повторном попадании ВС в зону обледенения никаких отклонений не зафиксировано.",NULL,NULL,2,2,"hardware","hardware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N","N","Y","N",0,"1",9,9,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,"Y",7874,"2025-08-04 11:35:47.674837","0",1,"День",498,678,"N","N",NULL,NULL,NULL,NULL,"Y","0.04",1,"ПМУ",NULL
"71","71",1,1,"company_skylight","2025-10-12 00:00:00","2025-10-12 00:00:00","c.255 Перед взлетом не проводилась или проведена не в полном объеме проверка руля направления","c.255 Перед взлетом не проводилась или проведена не в полном объеме проверка руля направления",NULL,NULL,NULL,2,2,"precursor","precursor","2422","RA-73538","342","aircraft_type_342","23569","АДЛЕР - СОЧИ","АДЛЕР - СОЧИ","URSS","AER","3538",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,10,10,"До взлета","До взлета",NULL,"0.12",NULL,NULL,NULL,"Данное событие имело место быть по причине не фиксации органов управления рулем направления на 1-3 сек. в крайних положениях.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"0.1",9,9,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,NULL,"Y",7874,"2025-10-23 14:19:41.832932","0",1,"День",715,895,"N","N",NULL,NULL,NULL,NULL,"Y","0.12",NULL,NULL,NULL
"37","37",1,1,"company_skylight","2024-06-09 00:00:00","2024-06-09 00:00:00","Масса самолета при посадке больше максимально допустимой","Масса самолета при посадке больше максимально допустимой",NULL,NULL,NULL,1,1,"deviation","deviation","2422","RA-73538","342","aircraft_type_342","23413","САНКТ-ПЕТЕРБУРГ / ПУЛКОВО","САНКТ-ПЕТЕРБУРГ / ПУЛКОВО","ULLI","LED","3538",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,59,59,"Посадка","Посадка",NULL,"0.16",NULL,NULL,NULL,"Экипажем ВС ошибочно была скопирована информация о количестве заправленного топлива из топливной квитанции. Фактического превышения посадочной массы ВС не было. Внесены исправления в полетную документацию",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",8,8,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,NULL,"N",7874,"2024-06-18 11:09:25.679919","0",2,"Вечерние сумерки",1056,1236,"N","N",NULL,NULL,NULL,NULL,"Y","0.16",1,"ПМУ",NULL
"74","74",1,1,"company_skylight","2025-12-16 00:00:00","2025-12-16 00:00:00","Угол крена в полете более 30 град","Угол крена в полете более 30 град",NULL,NULL,NULL,2,2,"precursor","precursor","2422","RA-73538","342","aircraft_type_342","23529","КАЗАНЬ","КАЗАНЬ","UWKD","KZN","3538",NULL,"10731","1708","ОТКЛОНЕНИЯ, ВЫЯВЛЕННЫЕ ПО ДАННЫМ ССПИ",NULL,NULL,NULL,NULL,NULL,18,18,"Начальный набор высоты","Начальный набор высоты",NULL,"0.24",NULL,NULL,NULL,"Причиной события явилась кратковременная потеря контроля при активном пилотировании по каналу крена из-за отсутствия достаточного опыта пилотирования с правого пилотского сиденья.",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"0.1",7,7,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,NULL,"Y",7874,"2025-12-25 15:48:21.312278","0",2,"Вечерние сумерки",965,1145,"N","N",NULL,NULL,NULL,NULL,"Y","0.24",NULL,NULL,NULL
"9","9",1,1,"company_skylight","2023-04-27 00:00:00","2023-04-27 00:00:00","Срабатывание сигнализации GPWS Warning","Срабатывание сигнализации GPWS Warning",NULL,NULL,NULL,1,1,"deviation","deviation","6","RA-02752","3","aircraft_type_3","25006","МОСКВА/ШЕРЕМЕТЬЕВО","МОСКВА/ШЕРЕМЕТЬЕВО","UUEE","SVO","RA02752","1331","10732","170840","Отклонения по данным параметрической информации",NULL,NULL,NULL,NULL,NULL,23,23,"Набор заданной высоты","Набор заданной высоты",NULL,"0.04",NULL,NULL,NULL,"Причиной срабатывания сигнализации послужил кратковременный отказ радиовысотомера",NULL,NULL,2,2,"hardware","hardware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",9,9,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,"N",1382,"2023-05-18 10:38:46.1423","0",3,"Ночь",1112,NULL,"N","N",2377,"11040","Радиовысотомеры больших и малых высот",NULL,"Y","0.04",NULL,NULL,NULL
"6","6",1,1,"company_skylight","2022-12-21 00:00:00","2022-12-21 00:00:00","Превышение скорости полета с ручкой управления закрылками в положении 22 град","Превышение скорости полета с ручкой управления закрылками в положении 22 град",NULL,NULL,NULL,4,4,"aviation_incident","aviation_incident","6","RA-02752","3","aircraft_type_3","23028","САМАРКАНД","САМАРКАНД","UTSS","SKD","RA02752","1197","10732","170840","Отклонения по данным параметрической информации",NULL,NULL,NULL,NULL,NULL,22,22,"Полет по маршруту","Полет по маршруту",NULL,"0.04",NULL,NULL,NULL,"Причины данного события:
- поздний выпуск закрылков в положение 9 градусов;
- большая поступательная скорость полета ВС перед входом в глиссаду.  
- не соблюдение вторым пилотом стандартных операционных процедур выразившихся в отсутствии контроля с его стороны за поступательной скоростью полета ВС перед установкой рычага выпуска закрылков в положение 22 град.
Событие классифицируется как Инцидент в соответствии с п. 26 ПРАПИ-98 ""Выход за ограничения, оговоренные РЛЭ""",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",9,9,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,"N",1,"2023-03-20 14:30:12.729781","0",3,"Ночь",777,NULL,"N","N",557,"406","ПРЕДПОЛОЖИТЕЛЬНО ФАКТОРЫ ЭКИПАЖА",NULL,"Y","0.04",NULL,NULL,"1.4"
"4","4",1,1,"company_skylight","2022-11-24 00:00:00","2022-11-24 00:00:00","Поздний довыпуск закрылков в посадочное положение при инструментальном заходе на посадку","Поздний довыпуск закрылков в посадочное положение при инструментальном заходе на посадку",NULL,NULL,NULL,4,4,"aviation_incident","aviation_incident","6","RA-02752","3","aircraft_type_3","23825","МОСКВА / ВНУКОВО","МОСКВА / ВНУКОВО","UUWW","VKO","RA02752","1138","11718","17084046C1","самолету не была придана необходимая посадочная конфигурация (закрылки<30 град.) - признак нестабилизированного захода (проверь 17084036D)",NULL,NULL,NULL,NULL,NULL,40,40,"Заход на посадку","Заход на посадку",NULL,"0.24",NULL,NULL,NULL,"Причины возникновения события:
- указание диспетчера ОрВД о выдерживании повышенной скорости захода до 4 разворота;
- неучет экипажем ВС метеорологических факторов влияющих на начало выпуска механизации крыла;
- ошибочный расчет экипажем ВС этапа начала уменьшения поступательной скорости полета самолета для выпуска механизации в посадочное положение
Событие классифицируется как Инцидент в соответствии с п. 26 ПРАПИ-98 ""Выход за ограничения, оговоренные РЛЭ""",NULL,NULL,1,1,"liveware","liveware",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","Y","N",0,"1",7,7,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,NULL,"N",1,"2023-03-20 14:26:21.526491","0",3,"Ночь",1079,NULL,"N","N",557,"406","ПРЕДПОЛОЖИТЕЛЬНО ФАКТОРЫ ЭКИПАЖА",NULL,"Y","0.24",NULL,NULL,"1.8"
